"GenesetID"	"GenesetName"	"Species"	"ElementSize"	"EntrezID"
"D002110"	"Caffeine"	"Homo sapiens"	130	"39,22985,2181,134,135,136,207,5832,283,335,336,338,341,344,345,23204,440,472,9551,545,581,27113,637,699,813,823,835,836,842,6348,891,995,983,1017,1019,1026,1111,11200,1385,1508,3576,1537,54205,1544,1548,1565,1571,1576,1580,1603,1638,1813,10209,1978,2688,2745,55830,2746,2932,9446,3014,3291,3383,3484,3586,3592,3553,3567,3630,3708,3939,3952,5594,5595,4257,100507436,4277,4495,2475,10,4942,5062,142,5213,5354,5521,27166,5591,5621,10197,5743,5925,5972,6194,6197,6198,23212,6261,23256,6396,10484,5265,866,6566,6513,6515,55244,146802,6531,54498,6713,8878,6426,6770,55342,7027,10548,9911,27346,7124,7292,7157,7296,54658,80328,79465,7385,7498,10971,7587"
"D002112"	"Calcifediol"	"Homo sapiens"	17	"249,581,596,595,919,940,915,916,917,1026,1591,1594,3381,5111,860,7124,7421"
"D002118"	"Calcium"	"Homo sapiens"	204	"5243,8647,1244,111,133,148,147,146,150,151,152,154,183,207,85365,240,250,308,26,490,493,623,624,627,652,727,775,777,8912,93589,784,796,801,823,846,847,859,6356,6357,6347,6348,6352,6354,595,2826,1233,1237,10803,940,8851,64781,1072,1128,1139,1141,1269,1356,1499,1520,3627,6387,2920,6374,3576,4283,3577,3579,2833,7852,643,1543,1545,1571,10800,57105,51726,5611,1813,1906,1950,1958,9451,2147,2150,9002,2157,8074,2280,486,2550,9568,2520,151306,8843,3162,3269,59340,3309,3350,3458,3553,3569,3609,26548,3697,3698,3708,3713,3778,3779,3781,3782,3783,3791,3816,11202,3827,3848,4014,5594,5595,8685,57192,4256,4312,4638,4792,58157,4846,100506658,4991,5020,5024,5027,5028,5029,5030,5048,57526,5155,5310,5311,5319,5444,5445,5581,5587,5617,5618,11251,5739,5743,5741,2185,5906,10411,6198,57521,6261,6262,6284,6273,6277,6279,6280,7356,6343,29927,5054,6546,6647,8877,6772,6786,10910,6915,7039,7040,7051,7082,7124,7130,7134,7157,7161,8989,7220,7222,7223,7224,7225,7226,140803,54822,79054,7442,59341,56302,55503,25828,9958,7421,7422,7474"
"D002119"	"Calcium Carbonate"	"Homo sapiens"	6	"632,823,836,1649,5741,5744"
"D002122"	"Calcium Chloride"	"Homo sapiens"	53	"249,345,522,9530,632,23299,808,846,908,1050,7123,9022,54918,1277,1295,8533,1471,115908,1634,7919,30846,2160,2158,2534,28964,51463,3162,5654,11020,3697,3698,11202,3927,9208,5595,4313,30833,64359,5444,10631,440915,5481,5664,10111,8434,6284,6279,6280,6464,6778,7040,7130,89910"
"D002164"	"Camphor"	"Homo sapiens"	7	"1555,2099,2554,2561,2566,5241,162514"
"D002166"	"Camptothecin"	"Homo sapiens"	151	"5243,4363,8728,375790,181,150209,11214,207,213,307,367,9048,9474,472,545,92552,581,596,598,637,332,672,675,51719,843,835,836,840,841,842,6347,6351,6352,891,1017,1026,634,10153,1111,11200,81037,1406,1508,3576,54205,56603,8525,1806,9538,2033,9852,2067,2072,2099,2100,355,2232,2395,1647,10912,9815,2879,2950,3014,57817,51409,3183,3198,3381,3553,3570,3725,3776,3956,4034,5606,4217,6885,5594,5595,5601,4137,9656,4193,4255,406929,406937,406948,407040,4318,4361,8898,4684,8440,26189,26658,142,5241,1263,26051,84152,5515,5518,5520,5527,5529,9055,375743,5800,10111,5888,5889,5925,5933,5934,5970,55072,6382,6400,23411,6606,55512,6667,6670,8878,51657,23118,6890,30851,55775,7057,7067,7068,8744,7150,7157,9540,11257,7189,10155,7251,5756,7298,5976,8078,7422,331,7517,7518,7535,51530"
"D002185"	"Cannabidiol"	"Homo sapiens"	19	"1268,1269,1543,1544,1555,1557,1559,1565,1576,1577,3383,3620,3458,5468,5743,5054,7076,7442,51393"
"D002186"	"Cannabinoids"	"Homo sapiens"	8	"23780,801,805,816,2222,79571,949,7869"
"D002193"	"Cantharidin"	"Homo sapiens"	29	"196,9131,207,22926,581,596,332,823,824,836,837,841,842,1021,1543,1649,9451,2021,2081,57817,3309,3725,5594,5595,142,8797,8795,8743,331"
"D002211"	"Capsaicin"	"Homo sapiens"	201	"5243,25,51,2181,9131,207,213,284,285,317,341,367,467,468,9474,472,572,9531,578,581,8915,596,598,9774,624,637,329,332,112401,663,664,665,796,797,835,836,837,839,840,841,842,847,6348,890,891,595,1017,1026,1027,1029,1051,1072,8837,11200,80781,9377,1374,1457,1460,3576,1544,1557,1559,1565,1576,1649,1676,1843,1869,1906,1950,1956,83939,1965,10495,2064,2081,2150,2167,2171,355,2353,3169,1647,2597,2643,9518,2670,2746,2932,2950,3001,3014,3091,3162,3265,7184,3309,3479,3480,3593,3553,3569,3716,3725,354,3827,3956,4057,4133,5604,6885,5594,1432,5595,5599,5601,4170,4193,4312,4323,4313,4318,6307,2475,4586,727897,4609,4780,4790,4792,4803,4831,4842,4843,4846,4864,1728,4914,4988,142,58488,5236,11331,5321,5328,5329,5465,5467,5468,4659,9588,5562,5578,5580,5581,5587,5591,5743,5747,5970,8767,6197,6198,6256,6257,6275,6342,5054,6582,6667,6714,6774,387082,6863,6865,7010,7040,7076,7078,7108,7124,8797,8795,7132,8718,8743,7157,7167,7187,9618,7442,55503,7351,54658,54575,54577,54576,54600,7412,7422"
"D002215"	"Captan"	"Homo sapiens"	5	"1576,2099,2950,8856,8848"
"D002217"	"Carbachol"	"Homo sapiens"	21	"43,362,958,1128,1129,1131,1132,1137,1139,1141,356,2914,3760,4069,5594,5595,5590,6198,7124,7223,7224"
"D002219"	"Carbamates"	"Homo sapiens"	15	"43,472,836,3576,14781,3014,3458,3586,3592,3593,3553,3569,3988,7124,7157"
"D002220"	"Carbamazepine"	"Homo sapiens"	1998	"65985,22848,16,19,23460,5243,22,89845,1244,10257,23,9429,27,58527,22985,57007,55856,23597,53,100194960,23205,2180,2181,6296,58,70,72,87,90,91,93,97,8728,10863,8754,11096,112,115,221393,57211,64123,84059,55256,133,199800,83440,150,122622,64782,653483,175,55109,26523,27161,192669,192670,113146,196,57491,9131,9255,84962,9590,10327,57016,8644,207,208,212,217,226,154810,51421,286,51479,56172,55608,54522,22852,84079,23243,651746,148741,196527,118429,301,311,306,307,308,10053,317,323,147495,327,334,9582,282679,360,9716,369,55843,93663,84986,23092,55160,23365,128272,9181,50650,8874,10425,10123,55207,405,57561,91947,414,116969,427,50807,79754,10973,55723,9070,435,440,80816,85300,1386,467,468,9140,64225,84239,477,481,491,27032,9114,8992,6310,6795,8313,558,51582,8707,114041,126792,8702,11285,79870,571,9532,9531,580,10409,581,11177,55653,586,587,593,598,10018,57673,389206,55859,8553,23506,637,638,54841,282991,55589,652,654,664,666,673,8019,10902,83990,121551,90135,10385,8945,701,10944,387763,79794,387882,400073,56967,80017,317761,145853,64073,284325,55732,51279,401152,441054,647024,138162,770,57685,773,9254,23705,800,801,83698,817,55450,79012,23066,10486,11132,147968,824,827,23589,833,399726,843,835,836,839,841,857,858,284119,112464,867,869,873,875,84733,79140,83643,84318,338657,257236,10344,140706,9133,595,896,898,9134,899,901,902,219771,912,4345,100133941,23607,960,962,1604,9308,83692,8881,995,8476,10602,8318,990,8317,83461,55143,999,1015,51755,1017,1020,55755,1021,1022,1026,1027,1030,50937,8760,81620,1051,1952,92806,1062,1063,64946,79682,201161,57562,9702,10390,51148,29956,1073,8837,79094,55349,1111,26511,1119,1120,27243,25978,51652,26973,91851,1135,1136,1137,55584,1141,51363,9435,64377,26097,148523,10518,51550,85457,10370,1152,100131067,1365,9074,1366,10143,25999,79745,1203,1213,23059,129607,116173,23070,7555,154043,11061,1264,1266,285888,245812,55744,23242,1690,1303,1307,80781,1277,136227,1282,1284,1297,1299,23127,23412,29099,23406,1352,1350,80315,55313,11052,79869,1376,286204,10488,148327,9586,1389,51232,643911,1420,1428,55790,1457,1459,1474,1478,1479,1488,140690,1490,1491,1499,1497,51797,56474,1508,1512,1513,8452,10563,3576,254158,1528,80777,124936,51167,54205,26999,1585,1586,1543,1544,1592,339761,1548,1555,1556,1557,1558,1559,1565,51302,1576,64816,1577,1551,4051,260293,3491,54360,1605,221955,1615,1618,1629,79269,51473,79077,23576,1642,1649,115265,780,1652,29118,10212,1655,57696,1671,8562,1676,1719,1725,115817,55526,1730,84925,84976,22943,8788,65989,1748,1749,1750,90871,93099,123872,161582,3301,10294,9093,3337,79982,11080,10049,4189,54431,55735,56521,29103,202052,134218,80331,9829,7266,22826,23234,23268,55211,84661,1808,55332,29940,51514,1841,1843,11072,1854,6990,8444,1869,1870,1875,79733,10682,55862,9695,1908,1915,29904,23167,10278,10919,23741,10209,1964,83939,27102,9451,440275,1967,1965,8894,8661,8662,8663,1973,1974,317649,1978,1981,8672,1983,55520,1998,1999,2000,80237,54898,55250,26610,10436,2012,2021,2027,55068,10495,5167,9583,957,57089,56943,8320,114915,2041,1969,285220,2052,79852,22905,55040,2056,100170841,2060,94240,2064,2065,54821,157697,127254,2081,121506,54206,2099,54845,2104,23344,2109,2110,2115,2119,2130,5393,2132,2138,2139,2070,2150,2173,3992,9415,55179,284611,11170,83641,83541,642273,116496,51306,25854,317662,26355,221303,134145,23359,51313,63877,23272,116151,340277,55603,54855,112703,84691,81610,157638,2187,2176,2177,2188,2189,55215,55120,57697,355,10826,2199,64839,115290,23014,26263,26271,6468,2222,2232,2237,2241,9637,283481,8817,2249,2260,85462,2274,9896,27145,201163,2317,2318,23768,2335,23048,54874,64778,252995,57600,2353,3169,3170,2296,2297,8928,3607,2308,2309,93986,94234,55572,8790,10023,23401,158326,122786,10818,10841,2495,8880,53827,53826,2535,7976,8322,7855,8323,8324,8325,55632,2549,9846,9568,2558,2559,2561,2571,1647,4616,10912,2589,114805,79623,2590,2591,51809,202309,2617,2618,2620,2625,2626,57459,2628,26301,25801,2729,2730,2650,9518,54857,9945,2674,2675,23062,2677,51659,64785,9815,2706,2717,2731,342035,51022,27165,2747,92292,132158,26205,51292,2768,10672,9630,2776,2778,10681,2791,55970,2785,2786,2799,9570,2805,84803,60313,2719,10082,56261,10243,2822,26996,53836,55890,84706,2877,493869,2887,2888,64388,79977,2912,55876,2932,2938,2944,119391,2952,2954,2968,404672,54676,2978,51454,2990,3005,8971,94239,3021,9200,26061,8520,10456,1839,3065,8841,51564,374659,57493,26091,51191,9709,8820,3074,138050,64399,29923,55355,3098,3105,3106,3111,3115,3119,3133,3135,3145,3146,3156,3162,3167,6927,3184,3191,3192,3198,3265,9653,9957,3295,3284,3303,3305,3306,22824,26353,10808,3383,3397,3419,3422,3423,9592,126917,3428,24138,3475,64792,55081,3476,3480,10643,3482,3484,3486,3488,3489,3490,3550,8517,3589,3597,3554,9466,3566,3569,3575,83943,54928,3614,3615,83729,3628,3635,3638,3643,57508,3843,55705,84223,3654,359948,3667,153572,79191,10265,23479,3669,3670,3673,3685,3688,3693,9445,3709,162073,10625,152789,122953,90861,3725,3726,42865,163782,55683,23522,143879,84078,56888,3741,66240,170850,3768,3764,3775,56660,3780,23510,11014,23028,55818,10765,80853,2531,10657,10656,23351,57604,85352,23303,56992,10112,9371,3833,84623,4254,7071,28999,10365,1316,84861,56062,51088,5650,9735,3836,3845,200634,3897,3904,3912,3915,55132,51574,51520,81887,26524,51451,3936,11155,3949,93273,3956,9211,10186,64211,3977,3978,353514,79727,84894,9516,29995,4000,4004,8543,83752,4016,84695,10161,79888,254531,9663,4026,23143,84918,53353,4036,4038,4043,151827,64101,57689,56262,23507,347730,26065,4048,4053,7798,57149,346389,28992,10459,9935,23764,9223,100505881,114569,256691,57134,4128,4129,5606,5607,5608,84451,6885,11184,9448,9053,79884,5594,5603,1432,5599,79109,9261,51275,55016,54708,64844,4141,91862,4154,4162,23263,2847,4172,114044,4175,4176,79772,55013,63933,29969,4193,4199,84246,9969,23389,9282,9440,90390,51003,10001,4205,84466,284071,4222,4224,55897,79091,4236,4240,64747,84975,11320,11343,4257,9645,4277,4281,4282,100506211,283174,284424,4286,83881,4288,2872,4300,4295,79083,326625,4312,4319,4318,3110,55034,26002,51660,4355,4359,3140,112609,22808,55686,116535,55178,54948,65005,63931,56945,4482,253827,4487,4488,57504,92140,92170,25902,10797,4084,25878,91663,4609,4615,4635,58498,10398,4638,4641,4644,26509,23040,64859,10135,4676,222236,26502,4677,79731,4678,9,10,23218,4681,23310,54892,8202,8031,23054,9611,80762,9348,64579,55471,284184,10529,121441,10783,51497,81831,4760,4762,91624,4779,4780,4774,4783,4790,152518,55768,4807,57224,4811,167359,4832,8382,23057,57407,4826,84273,79159,8715,140688,4853,50507,10886,4882,4883,8131,1728,8431,9975,8856,9970,7025,7026,2063,2908,4306,2649,4893,4900,11270,9369,54780,126147,4914,9891,81788,84955,390916,11163,8021,54830,30010,11248,4947,132299,4953,4957,118427,169611,56944,10215,115209,84876,127700,116039,5015,58495,54995,5021,51702,5050,55824,9506,79447,5062,5063,9924,80025,24145,344838,142,23178,10207,219988,5081,5090,56126,56124,5105,5106,9768,27445,255738,78991,27250,5138,8654,5147,5152,5154,56034,5163,5165,54704,5170,8682,5179,100303755,92960,8504,5209,5210,5230,9749,5256,22822,7262,23612,90102,10401,9780,63895,5277,54872,5283,55011,5286,5290,5293,5295,5296,8503,51268,8544,5569,81579,50487,5321,7941,5325,5327,5328,5335,23228,345557,22874,144100,10769,8612,84513,163404,5357,5358,5362,91584,23654,23129,135293,10957,5420,5422,10714,54107,56655,5428,5429,10721,51082,5435,11128,661,171568,5443,5444,64208,5447,5451,5457,5468,10891,5471,5475,8497,5478,5493,5495,5496,333926,147699,5500,4659,94274,26472,23645,10842,221908,5510,5519,5520,5522,5525,5527,5535,55291,80148,11108,25824,9581,5565,5567,100505483,5578,5584,25865,23683,10419,5621,5635,80164,11098,283659,158471,29968,9491,5723,442213,5728,5738,22949,5747,7803,5784,5792,5803,5813,5829,169714,81890,64284,55647,57403,51715,57111,25837,11031,83871,117177,51560,9135,9910,55684,10399,10111,5888,5889,5910,5911,9771,5919,5921,51655,10235,51285,5925,5928,5930,5931,10137,10432,64783,5935,5939,27316,5947,343035,57665,9985,5970,5649,85021,11079,5978,54463,5980,25996,5981,55312,23180,5993,222546,23179,56963,6001,6003,162494,388,22836,29984,23433,89941,8780,9750,6019,6035,84153,8635,8153,390,57484,81790,22838,51136,10921,6093,9475,6117,6118,6138,6158,6122,116832,10556,51065,6195,6197,27079,64121,22800,6241,50484,84870,65117,340526,57142,9711,6281,6282,140576,6299,27164,148418,23034,64092,79595,79685,6301,6303,112483,23314,6309,6319,152579,6447,117156,6323,6335,11341,57758,6383,10806,56948,10802,22872,29927,55176,6400,56920,10507,9037,54437,80031,6406,59343,5054,400120,27244,83667,10946,2810,6422,113402,81855,119559,6446,259230,27352,54557,9047,10045,6450,9467,152503,51100,57630,344558,22941,6462,6464,53358,387914,388336,6470,6472,57619,59307,150094,23387,25942,57568,6495,6496,100506108,51804,348235,8935,6500,6554,6558,64849,6567,220963,26503,6571,6573,10560,6505,6509,5003,6584,9962,8604,10166,91137,92014,9153,6515,1318,10237,23169,11046,54978,80723,2542,10991,57181,29986,6520,55652,9497,6526,6528,28968,6531,6535,6541,23657,84889,8140,9057,9056,10479,285195,6579,10599,28234,11309,146857,9353,114798,26050,84464,4088,4089,4092,57228,60682,10051,201895,643155,284422,100129250,56950,6591,23642,100507246,154007,6625,6626,6641,6645,399979,8835,9021,9306,30837,6648,10580,114815,6653,6654,6655,50964,65124,9580,6665,64321,6670,389058,6676,10615,6678,221409,26010,6691,10653,56907,83985,9806,6696,84888,162540,121665,161742,200734,80176,171546,8878,6714,79644,6721,58477,8406,51593,6426,6427,10929,140809,51188,23635,54434,8082,6745,6749,6750,117178,6480,256435,81849,6769,55620,90627,6772,6774,6777,6778,8987,6781,8614,26872,9263,51765,83931,3925,2040,6809,56670,51430,55959,791111,56241,6839,9900,163183,9145,9143,8867,23336,90196,54843,94122,6862,257397,6863,6866,10579,10460,4070,79101,83860,6875,6879,51616,6876,8407,85461,10010,51347,80222,30851,23329,9779,84897,6929,6932,83439,6934,23424,7004,26136,9633,80312,7022,51106,7027,7980,7045,7048,7050,100499177,7057,7058,7059,7060,117145,55258,80731,26230,57103,10440,29928,7077,7082,7083,7084,8277,3196,4071,10548,64114,79905,54499,55374,375346,84233,55654,65084,55314,200728,129787,55266,23670,203197,161291,440026,83604,157378,147184,100128191,28983,84000,9168,11013,160418,3371,7124,8797,8795,8793,4982,51330,55504,7132,27242,7292,64102,7125,7137,7138,54472,9804,84134,116447,11073,84969,7157,9537,9540,94241,25941,7167,7168,1200,9697,401264,79090,28638,29953,283392,51499,57761,10346,8805,114088,51531,51504,388610,80036,7248,116461,10194,57616,441631,27075,10100,340348,83894,130502,284076,7846,84790,7278,10381,10383,84617,7286,100507043,57544,10628,7296,10587,7301,84959,7320,51619,7324,140739,51465,9246,29089,10277,51366,7371,7351,51569,55757,7361,7366,54490,219699,8633,7374,65109,7378,29796,7390,83878,7398,8975,84749,55230,84101,64854,54532,10090,7407,79805,57687,1462,7414,7422,2277,7436,9559,26276,55737,7443,221806,7453,11169,84058,79726,54554,11180,84942,79968,116143,10406,79971,7480,7478,9671,7490,126374,80014,55841,51741,25937,7494,331,7507,11260,7515,10138,10413,8565,54059,7529,10971,284273,58486,23211,23174,54877,84186,55596,254359,51304,441951,7538,678,643836,23217,7546,7547,64393,23613,64397,7564,7764,7770,7776,399669,27309,151126,201181,55893,57862,80818,148898,79230,51545,57547,115950,9326,79149,79699"
"D002229"	"Carbenoxolone"	"Homo sapiens"	9	"207,596,54205,3290,3291,3283,24145,6772,7157"
"D002235"	"Carbofuran"	"Homo sapiens"	14	"53947,43,213,590,1022,1544,1555,1557,1576,3949,4543,4544,4609,7157"
"D002244"	"Carbon"	"Homo sapiens"	47	"847,959,1281,2638,2944,406902,406903,100302188,406910,406934,406938,100302139,406946,406947,406967,406971,406983,406989,100126336,406991,406992,100313839,100302131,407037,442901,442908,494323,494335,619553,574503,574472,574467,693124,693185,693227,693232,724022,100126333,100126338,407053,406884,4321,4318,4482,5970,7040,7450"
"D002246"	"Carbon Disulfide"	"Homo sapiens"	7	"1508,2944,2952,3916,4018,8408,7405"
"D002248"	"Carbon Monoxide"	"Homo sapiens"	22	"207,597,330,1401,1571,2244,3162,3383,3606,3569,1432,10397,4792,7941,5728,5966,5970,6403,6647,7124,7133,7412"
"D002251"	"Carbon Tetrachloride"	"Homo sapiens"	29	"5243,25,59,336,23582,1277,1410,1417,1571,10591,2335,2671,3352,3481,3553,3569,6300,5595,4595,9971,5204,5395,5444,5446,5451,6236,871,7018,7124"
"D002254"	"Carbonates"	"Homo sapiens"	7	"759,760,762,763,768,875,6647"
"D002258"	"Carbonyl Cyanide m-Chlorophenyl Hydrazone"	"Homo sapiens"	5	"1153,3952,65018,5071,5935"
"D002259"	"Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone"	"Homo sapiens"	55	"581,598,841,847,892,595,900,1019,1027,1312,93058,27235,51805,51117,84274,51004,10229,56997,57017,1543,1642,3301,1958,2053,2332,1647,9518,2936,2947,3162,3163,3297,3320,3303,3304,3305,3306,3308,3312,3336,3606,3552,4193,4489,4496,4502,4792,23590,57107,5743,5886,23521,5054,6648,7520"
"D002273"	"Carcinogens"	"Homo sapiens"	87	"79026,217,241,80833,22899,29998,54785,682,55643,387763,55832,831,6352,945,948,968,253782,112616,51397,51122,1548,7919,79139,442325,79180,2108,25940,2235,3344,2495,11337,152007,2938,3068,79654,3126,3460,3628,55705,51477,3939,378938,9794,4125,8685,4154,4437,4542,10577,26012,445815,55011,10769,84988,79706,83871,51655,6010,137107,388532,100271071,1757,949,10806,25970,64374,9120,6574,145389,60682,92017,58472,6768,114790,25771,9967,51643,7114,7117,53373,8460,126003,81786,7248,7332,157680,7508"
"D002330"	"Carmustine"	"Homo sapiens"	424	"5243,1244,64240,70,72,87,8751,9507,116,147,155465,183,231,1645,207,208,210,220,247,268,287,27063,8905,324,10297,328,187,343,375,10109,27106,9048,8623,478,496,513,527,545,11273,552,9334,10458,8938,581,8915,596,598,8678,636,640,653,655,2972,56892,286223,765,23705,794,836,6347,595,977,960,968,973,941,1012,1024,1026,1028,1029,1046,1084,1051,1106,1111,1132,1142,1146,1158,1192,8218,8506,1277,1297,1339,1381,1384,1414,1437,55790,8048,1473,1489,8727,2919,2920,1588,1576,1577,9267,50619,9249,8449,57647,22943,63946,1763,1775,441263,1855,9149,1869,1842,1909,1937,1967,1974,3692,9844,2052,2101,2115,733318,2134,2146,2176,2177,2200,114907,2235,2247,2274,2280,2339,2295,2302,2495,2512,2530,2534,2555,2559,117248,2593,84253,2520,8521,2664,2665,2668,2670,2693,2743,2798,2801,2803,440270,2812,2848,2854,2861,8477,2886,2896,2936,2944,2946,2947,2950,2952,2962,3014,3033,3029,3054,55733,3151,3162,6927,3201,7087,3423,8870,3434,3479,3481,8517,3554,3569,3624,3636,3638,3640,79711,3667,3671,3675,3688,3690,3697,8514,3757,3798,3872,3881,3856,3898,3903,3914,3929,3934,3949,3976,55180,79748,22853,4010,4016,4034,4033,8379,378938,5871,5602,5648,4143,4192,4194,5469,55384,4248,4255,4258,4292,79083,4350,4357,100270714,44141,4436,4481,4494,4501,4502,222166,4583,4597,4608,4615,4654,4656,4681,4717,10725,4781,4784,4790,4792,51199,85409,4821,4843,388677,4861,4862,2832,80896,7025,4902,4968,4975,10536,5047,142,7849,5089,5092,56133,5098,5118,5130,8654,5155,5208,5213,5216,55276,1912,22822,5289,5293,8503,26207,11187,57449,11232,5429,5434,64208,5496,9055,57580,5563,5617,5620,51450,8492,5774,5858,25797,5874,5886,5888,5883,9904,5954,5970,28984,9827,5995,22836,6014,6038,45384,192683,6334,6382,10371,5413,1992,7536,6421,6442,6472,6473,6554,6563,6565,6567,6584,7781,6530,6579,6590,6602,6610,6617,6619,6623,6629,8651,6647,6648,8470,6662,6678,353324,10290,23013,6701,6713,6727,6736,6482,6480,6489,8027,6781,3925,412,112755,6813,29091,171024,6863,6876,6926,6943,157695,373123,7015,7022,7027,7980,7056,7090,25907,55266,5651,3371,7128,4982,55504,8743,7157,57212,7164,7185,11277,135892,7106,203068,7283,7284,7289,7368,5976,8674,57687,7425,7436,10163,58189,7456,8840,7474,7490,7533,7709,23091,7771,79027,7791"
